"Date","Price","Open","High","Low","Vol.","Change %"
"12/31/2025","396.31","398.60","400.13","395.59","10.19M","-0.65%"
"12/30/2025","398.89","403.60","403.80","398.56","10.18M","0.07%"
"12/29/2025","398.60","403.66","403.76","395.33","20.68M","-4.35%"
"12/26/2025","416.74","416.48","418.45","414.75","10.48M","1.17%"
"12/25/2025","411.93","412.25","411.93","411.93","6.72M","0.00%"
"12/24/2025","411.93","412.25","412.63","408.83","6.72M","-0.41%"
"12/23/2025","413.64","410.30","413.76","407.10","13.19M","1.33%"
"12/22/2025","408.23","406.98","408.52","405.72","14.20M","2.31%"
"12/19/2025","399.02","397.92","400.63","397.17","9.89M","0.11%"
"12/18/2025","398.57","398.28","402.21","396.05","11.84M","-0.18%"
"12/17/2025","399.29","398.08","399.98","397.25","10.46M","0.86%"
"12/16/2025","395.89","397.75","398.71","394.59","9.20M","0.02%"
"12/15/2025","395.80","397.76","398.71","394.07","11.35M","0.09%"
"12/12/2025","395.44","399.15","400.39","391.47","16.79M","0.56%"
"12/11/2025","393.24","389.02","394.09","388.50","11.24M","1.08%"
"12/10/2025","389.05","385.95","389.76","384.50","9.12M","0.43%"
"12/09/2025","387.40","385.62","388.21","385.27","6.36M","0.51%"
"12/08/2025","385.42","387.02","387.24","384.01","6.82M","-0.26%"
"12/05/2025","386.44","389.12","391.73","386.17","9.45M","-0.18%"
"12/04/2025","387.13","386.92","388.00","385.40","6.75M","0.06%"
"12/03/2025","386.88","388.46","390.13","385.83","7.89M","-0.09%"
"12/02/2025","387.24","388.87","388.98","382.91","8.10M","-0.64%"
"12/01/2025","389.75","390.61","390.70","388.06","11.18M","0.48%"
"11/28/2025","387.88","385.98","388.00","384.99","7.18M","1.24%"
"11/26/2025","383.12","381.05","383.77","380.46","9.18M","0.80%"
"11/25/2025","380.08","380.26","382.52","378.06","10.46M","-0.03%"
"11/24/2025","380.20","374.88","380.28","374.19","10.09M","1.58%"
"11/21/2025","374.27","374.02","377.23","372.94","13.19M","-0.15%"
"11/20/2025","374.85","375.29","377.69","371.85","10.51M","-0.03%"
"11/19/2025","374.96","377.77","380.17","373.03","10.98M","0.16%"
"11/18/2025","374.35","374.83","375.54","371.62","7.82M","0.73%"
"11/17/2025","371.65","374.04","375.46","368.52","13.30M","-1.15%"
"11/14/2025","375.96","372.87","378.20","370.89","15.20M","-1.80%"
"11/13/2025","382.87","387.29","388.18","381.21","15.87M","-0.81%"
"11/12/2025","385.99","380.07","387.46","379.44","16.20M","1.61%"
"11/11/2025","379.87","379.98","380.40","376.87","10.75M","0.39%"
"11/10/2025","378.38","375.93","378.66","374.78","13.46M","2.73%"
"11/07/2025","368.31","367.94","370.42","366.42","11.06M","0.61%"
"11/06/2025","366.07","367.16","368.18","364.70","6.89M","-0.12%"
"11/05/2025","366.51","366.39","367.10","364.65","8.36M","1.16%"
"11/04/2025","362.32","363.48","365.74","361.39","11.54M","-1.75%"
"11/03/2025","368.78","368.91","370.84","367.54","7.25M","0.18%"
"10/31/2025","368.12","370.47","370.66","365.50","11.08M","-0.54%"
"10/30/2025","370.13","365.09","370.36","364.50","14.81M","1.96%"
"10/29/2025","363.00","369.65","370.08","361.36","18.89M","-0.38%"
"10/28/2025","364.38","361.81","365.30","360.12","19.26M","-0.72%"
"10/27/2025","367.01","371.13","371.59","365.34","23.66M","-2.78%"
"10/24/2025","377.52","378.51","380.77","376.81","13.26M","-0.34%"
"10/23/2025","378.79","381.46","382.25","378.65","13.70M","0.40%"
"10/22/2025","377.28","372.75","378.47","368.93","30.52M","0.01%"
"10/21/2025","377.24","386.54","388.89","375.65","54.10M","-6.43%"
"10/20/2025","403.15","397.45","403.30","394.20","34.52M","3.64%"
"10/17/2025","388.99","397.14","397.28","385.22","62.02M","-1.88%"
"10/16/2025","396.45","391.15","396.87","390.40","33.62M","2.34%"
"10/15/2025","387.39","385.93","387.76","384.59","20.60M","1.73%"
"10/14/2025","380.79","378.21","382.38","377.90","18.41M","0.71%"
"10/13/2025","378.09","376.50","378.86","375.58","18.51M","2.43%"
"10/10/2025","369.12","367.54","370.31","365.44","24.19M","1.01%"
"10/09/2025","365.43","373.14","373.22","362.83","33.67M","-1.85%"
"10/08/2025","372.30","371.65","373.57","370.50","28.05M","1.65%"
"10/07/2025","366.26","366.51","367.27","364.55","16.84M","0.52%"
"10/06/2025","364.38","362.16","365.30","361.37","17.09M","1.88%"
"10/03/2025","357.64","357.12","358.14","355.80","14.46M","0.80%"
"10/02/2025","354.79","358.26","358.67","351.40","16.16M","-0.35%"
"10/01/2025","356.03","356.17","356.97","354.79","15.57M","0.16%"
"09/30/2025","355.47","351.13","355.57","350.86","13.31M","0.85%"
"09/29/2025","352.46","351.79","352.83","351.28","15.72M","1.65%"
"09/26/2025","346.74","345.83","348.25","345.31","11.70M","0.58%"
"09/25/2025","344.75","344.39","345.83","342.47","12.64M","0.42%"
"09/24/2025","343.32","346.70","346.83","342.14","12.71M","-0.91%"
"09/23/2025","346.46","348.23","348.75","345.32","18.38M","0.41%"
"09/22/2025","345.05","342.75","345.07","341.84","12.39M","1.73%"
"09/19/2025","339.18","336.51","339.23","336.31","14.98M","1.06%"
"09/18/2025","335.62","336.22","336.32","333.81","14.91M","-0.40%"
"09/17/2025","336.97","338.53","341.24","335.52","16.54M","-0.77%"
"09/16/2025","339.59","340.09","340.88","338.62","12.16M","0.20%"
"09/15/2025","338.91","336.31","339.28","336.23","10.57M","1.04%"
"09/12/2025","335.42","335.88","336.39","335.23","9.62M","0.20%"
"09/11/2025","334.76","333.37","335.16","332.97","9.08M","-0.15%"
"09/10/2025","335.26","335.73","336.50","326.19","11.95M","0.36%"
"09/09/2025","334.06","337.03","338.31","333.85","21.64M","-0.23%"
"09/08/2025","334.82","333.66","335.67","333.23","18.62M","1.14%"
"09/05/2025","331.05","329.53","331.44","328.93","16.07M","1.33%"
"09/04/2025","326.69","327.03","327.56","325.35","11.70M","-0.44%"
"09/03/2025","328.14","327.76","329.45","326.73","16.06M","0.78%"
"09/02/2025","325.59","320.82","325.92","320.24","21.25M","2.36%"
"08/29/2025","318.07","314.72","318.09","314.64","15.64M","0.96%"
"08/28/2025","315.03","313.32","315.08","313.07","9.61M","0.74%"
"08/27/2025","312.71","311.39","312.91","310.77","4.32M","0.20%"
"08/26/2025","312.08","310.62","312.21","310.30","11.70M","0.73%"
"08/25/2025","309.83","309.67","310.84","309.67","4.04M","-0.24%"
"08/22/2025","310.58","306.52","311.02","306.43","8.53M","1.07%"
"08/21/2025","307.29","307.86","308.15","307.03","4.81M","-0.35%"
"08/20/2025","308.36","307.54","308.47","307.40","6.52M","1.01%"
"08/19/2025","305.27","306.76","307.48","305.19","5.03M","-0.55%"
"08/18/2025","306.95","307.79","307.89","306.63","6.15M","-0.16%"
"08/15/2025","307.43","307.34","308.00","306.87","5.99M","0.06%"
"08/14/2025","307.25","307.92","308.34","306.52","5.82M","-0.63%"
"08/13/2025","309.21","309.10","310.39","308.45","4.72M","0.30%"
"08/12/2025","308.27","308.22","309.30","306.71","9.70M","-0.09%"
"08/11/2025","308.55","308.62","309.66","307.63","10.33M","-1.44%"
"08/08/2025","313.05","312.35","313.53","311.00","19.89M","-0.02%"
"08/07/2025","313.12","311.72","313.14","310.70","10.89M","0.84%"
"08/06/2025","310.50","310.32","311.24","309.84","7.42M","-0.21%"
"08/05/2025","311.16","310.37","312.24","310.22","7.00M","0.08%"
"08/04/2025","310.91","310.80","311.74","310.37","7.64M","0.58%"
"08/01/2025","309.11","308.61","309.55","307.45","12.84M","2.03%"
"07/31/2025","302.96","304.59","304.61","302.86","8.98M","0.66%"
"07/30/2025","300.96","304.42","304.65","300.95","13.46M","-1.73%"
"07/29/2025","306.25","305.80","307.03","304.98","5.74M","0.28%"
"07/28/2025","305.41","306.44","306.58","304.05","9.28M","-0.65%"
"07/25/2025","307.40","307.82","308.31","306.20","9.38M","-0.92%"
"07/24/2025","310.27","309.29","310.99","309.06","7.70M","-0.61%"
"07/23/2025","312.18","314.00","314.96","311.42","10.55M","-1.24%"
"07/22/2025","316.10","314.48","316.24","313.62","13.69M","0.95%"
"07/21/2025","313.13","311.88","313.31","311.61","11.00M","1.54%"
"07/18/2025","308.39","309.24","309.37","308.32","5.57M","0.26%"
"07/17/2025","307.59","305.50","307.67","305.12","6.64M","-0.22%"
"07/16/2025","308.26","307.11","311.09","305.73","17.69M","0.50%"
"07/15/2025","306.73","307.73","308.74","305.79","8.15M","-0.42%"
"07/14/2025","308.01","309.07","309.38","307.73","5.77M","-0.37%"
"07/11/2025","309.14","308.86","310.28","308.52","9.19M","0.96%"
