"Date","Price","Open","High","Low","Vol.","Change %"
"09/08/2025","43,643.81","43,451.07","43,838.60","43,343.58","","1.45%"
"09/05/2025","43,018.75","42,983.47","43,220.94","42,783.54","","1.03%"
"09/04/2025","42,580.27","42,093.70","42,608.80","42,066.59","","1.53%"
"09/03/2025","41,938.89","42,085.66","42,293.54","41,863.20","","-0.88%"
"09/02/2025","42,310.49","42,299.63","42,473.67","42,084.78","","0.29%"
"09/01/2025","42,188.79","42,362.71","42,454.99","41,835.17","","-1.24%"
"08/29/2025","42,718.47","42,774.29","42,807.03","42,611.31","","-0.26%"
"08/28/2025","42,828.79","42,308.14","42,828.79","42,299.79","","0.73%"
"08/27/2025","42,520.27","42,476.09","42,628.04","42,270.18","","0.30%"
"08/26/2025","42,394.40","42,619.66","42,703.27","42,137.62","","-0.97%"
"08/25/2025","42,807.82","42,977.27","43,201.42","42,681.37","","0.41%"
"08/22/2025","42,633.29","42,629.81","42,720.57","42,331.39","","0.05%"
"08/21/2025","42,610.17","42,783.26","42,926.11","42,564.30","","-0.65%"
"08/20/2025","42,888.55","43,400.66","43,425.78","42,724.15","","-1.51%"
"08/19/2025","43,546.29","43,846.55","43,876.42","43,411.97","","-0.38%"
"08/18/2025","43,714.31","43,452.90","43,835.12","43,390.22","","0.77%"
"08/15/2025","43,378.31","42,866.38","43,405.43","42,736.86","","1.71%"
"08/14/2025","42,649.26","43,129.18","43,199.83","42,606.73","","-1.45%"
"08/13/2025","43,274.67","43,090.91","43,451.46","43,008.20","","1.30%"
"08/12/2025","42,718.17","42,098.32","42,999.71","42,083.58","","2.15%"
"08/08/2025","41,820.48","41,283.70","42,033.92","41,248.05","","1.85%"
"08/07/2025","41,059.15","40,668.19","41,164.11","40,668.19","","0.65%"
"08/06/2025","40,794.86","40,430.46","40,850.89","40,423.13","","0.60%"
"08/05/2025","40,549.54","40,521.00","40,649.38","40,421.88","","0.64%"
"08/04/2025","40,290.70","40,118.81","40,332.25","39,850.52","","-1.25%"
"08/01/2025","40,799.60","41,029.84","41,064.73","40,588.17","","-0.66%"
"07/31/2025","41,069.82","40,693.00","41,151.25","40,639.32","","1.02%"
"07/30/2025","40,654.70","40,744.53","40,744.53","40,556.61","","-0.05%"
"07/29/2025","40,674.55","40,767.77","40,792.85","40,563.53","","-0.79%"
"07/28/2025","40,998.27","41,515.91","41,534.21","40,997.87","","-1.10%"
"07/25/2025","41,456.23","41,760.58","41,773.70","41,389.79","","-0.88%"
"07/24/2025","41,826.34","41,657.98","42,065.83","41,554.18","","1.59%"
"07/23/2025","41,171.32","40,189.18","41,342.59","40,087.86","","3.51%"
"07/22/2025","39,774.92","39,864.63","40,275.89","39,586.53","","-0.11%"
"07/18/2025","39,819.11","39,814.67","39,814.67","39,814.67","","-0.21%"
"07/17/2025","39,901.19","39,492.02","39,910.96","39,370.43","","0.60%"
"07/16/2025","39,663.40","39,734.74","39,923.61","39,520.96","","-0.04%"
"07/15/2025","39,678.02","39,525.83","39,678.02","39,379.32","","0.55%"
"07/14/2025","39,459.62","39,416.10","39,608.02","39,288.90","","-0.28%"
"07/11/2025","39,569.68","39,886.54","39,957.80","39,497.70","","-0.19%"
"07/10/2025","39,646.36","39,795.75","39,795.75","39,530.95","","-0.44%"
"07/09/2025","39,821.28","39,942.80","39,971.06","39,573.34","","0.33%"
"07/08/2025","39,688.81","39,542.07","39,816.27","39,510.48","","0.26%"
"07/07/2025","39,587.68","39,729.56","39,829.38","39,524.25","","-0.56%"
"07/04/2025","39,810.88","39,994.64","40,012.66","39,693.40","","0.06%"
"07/03/2025","39,785.90","39,796.75","39,865.89","39,667.82","","0.06%"
"07/02/2025","39,762.48","39,631.17","39,943.62","39,444.70","","-0.56%"
"07/01/2025","39,986.33","40,340.64","40,345.87","39,885.38","","-1.24%"
"06/30/2025","40,487.39","40,550.79","40,852.54","40,322.54","","0.84%"
"06/27/2025","40,150.79","39,866.36","40,267.84","39,847.31","","1.43%"
"06/26/2025","39,584.58","39,072.14","39,615.59","39,056.14","","1.65%"
"06/25/2025","38,942.07","38,904.18","38,944.77","38,711.11","","0.39%"
"06/24/2025","38,790.56","38,779.18","38,990.11","38,665.61","","1.14%"
"06/23/2025","38,354.09","38,260.69","38,368.22","38,026.32","","-0.13%"
"06/20/2025","38,403.23","38,472.25","38,646.16","38,362.54","","-0.22%"
"06/19/2025","38,488.34","38,858.52","38,870.55","38,488.34","","-1.02%"
"06/18/2025","38,885.15","38,364.16","38,885.15","38,364.16","","0.90%"
"06/17/2025","38,536.74","38,366.68","38,581.25","38,333.35","","0.59%"
"06/16/2025","38,311.33","38,056.86","38,342.52","38,055.52","","1.26%"
"06/13/2025","37,834.25","38,130.25","38,141.59","37,540.20","","-0.89%"
"06/12/2025","38,173.09","38,324.93","38,407.57","38,102.05","","-0.65%"
"06/11/2025","38,421.19","38,431.10","38,529.64","38,288.28","","0.55%"
"06/10/2025","38,211.51","38,278.17","38,495.70","38,139.10","","0.32%"
"06/09/2025","38,088.57","38,028.71","38,178.01","38,018.22","","0.92%"
"06/06/2025","37,741.61","37,590.44","37,756.15","37,590.42","","0.50%"
"06/05/2025","37,554.49","37,590.39","37,732.88","37,527.88","","-0.51%"
"06/04/2025","37,747.45","37,686.66","37,868.42","37,672.47","","0.80%"
"06/03/2025","37,446.81","37,598.31","37,729.45","37,446.81","","-0.06%"
"06/02/2025","37,470.67","37,651.18","37,651.18","37,320.72","","-1.30%"
"05/30/2025","37,965.10","37,912.49","38,114.47","37,748.17","","-1.22%"
"05/29/2025","38,432.98","38,046.97","38,454.07","38,035.32","","1.88%"
"05/28/2025","37,722.40","38,094.79","38,178.73","37,709.71","","0.00%"
"05/27/2025","37,724.11","37,523.37","37,769.05","37,411.68","","0.51%"
"05/26/2025","37,531.53","37,209.26","37,531.53","37,167.01","","1.00%"
"05/23/2025","37,160.47","37,161.74","37,294.22","37,111.63","","0.47%"
"05/22/2025","36,985.87","36,931.89","37,100.45","36,855.83","","-0.84%"
"05/21/2025","37,298.98","37,590.15","37,659.94","37,298.98","","-0.61%"
"05/20/2025","37,529.49","37,723.60","37,921.81","37,455.70","","0.08%"
"05/19/2025","37,498.63","37,572.36","37,656.23","37,445.93","","-0.68%"
"05/16/2025","37,753.72","37,748.58","37,786.43","37,479.21","","0.00%"
"05/15/2025","37,755.51","37,832.36","37,876.84","37,633.36","","-0.98%"
"05/14/2025","38,128.13","38,199.03","38,325.88","37,851.80","","-0.14%"
"05/13/2025","38,183.26","38,149.53","38,494.06","38,124.20","","1.43%"
"05/12/2025","37,644.26","37,697.28","37,726.44","37,417.39","","0.38%"
"05/09/2025","37,503.33","37,332.57","37,557.41","37,219.03","","1.56%"
"05/08/2025","36,928.63","36,863.38","36,977.35","36,606.71","","0.41%"
"05/07/2025","36,779.66","36,903.66","36,942.38","36,731.39","","-0.14%"
"05/02/2025","36,830.69","36,636.55","36,976.51","36,606.58","","1.04%"
"05/01/2025","36,452.30","36,197.04","36,544.15","36,040.05","","1.13%"
"04/30/2025","36,045.38","35,946.88","36,056.52","35,793.33","","0.57%"
"04/28/2025","35,839.99","35,962.80","36,075.26","35,773.49","","0.38%"
"04/25/2025","35,705.74","35,387.67","35,835.28","35,337.98","","1.90%"
"04/24/2025","35,039.15","35,194.71","35,287.95","34,960.65","","0.49%"
"04/23/2025","34,868.63","34,787.93","35,142.12","34,682.28","","1.89%"
"04/22/2025","34,220.60","34,111.14","34,340.57","34,109.85","","-0.17%"
"04/21/2025","34,279.92","34,556.23","34,610.60","34,216.98","","-1.30%"
"04/18/2025","34,730.28","34,353.88","34,758.97","34,224.57","","1.03%"
"04/17/2025","34,377.60","33,987.01","34,379.13","33,931.53","","1.35%"
"04/16/2025","33,920.40","34,249.82","34,329.27","33,658.47","","-1.01%"
"04/15/2025","34,267.54","34,349.01","34,459.00","34,266.31","","0.84%"
"04/14/2025","33,982.36","34,006.37","34,325.59","33,887.70","","1.18%"
"04/11/2025","33,585.58","33,951.25","33,953.29","32,626.58","","-2.96%"
"04/10/2025","34,609.00","32,321.21","34,639.39","32,320.66","","9.13%"
"04/09/2025","31,714.03","32,529.23","32,565.84","31,258.18","","-3.93%"
"04/08/2025","33,012.58","31,729.11","33,257.16","31,703.69","","6.03%"
"04/07/2025","31,136.58","33,154.97","33,158.87","30,792.74","","-7.83%"
"04/04/2025","33,780.58","34,304.66","34,320.11","33,259.76","","-2.75%"
"04/03/2025","34,735.93","35,041.67","35,044.73","34,102.00","","-2.77%"
"04/02/2025","35,725.87","35,751.02","35,778.90","35,426.33","","0.28%"
"04/01/2025","35,624.48","35,961.19","36,052.54","35,537.86","","0.02%"
"03/31/2025","35,617.56","36,440.18","36,440.18","35,541.72","","-4.05%"
"03/28/2025","37,120.33","37,357.52","37,359.95","36,864.93","","-1.80%"
