"Date","Price","Open","High","Low","Vol.","Change %"
"10/14/2025","1,982.88","1,991.72","1,999.75","1,976.98","","-0.42%"
"10/13/2025","1,991.18","2,020.90","2,026.30","1,987.53","","-1.30%"
"10/10/2025","2,017.45","2,022.65","2,049.18","2,015.73","","-0.68%"
"10/09/2025","2,031.18","2,005.59","2,035.98","2,003.65","","1.28%"
"10/08/2025","2,005.48","2,013.45","2,016.85","2,002.25","","-0.35%"
"10/07/2025","2,012.43","2,003.90","2,019.18","2,000.65","","0.30%"
"10/06/2025","2,006.48","2,022.90","2,023.10","2,005.33","","-0.51%"
"10/03/2025","2,016.78","2,021.03","2,038.83","2,015.73","","-0.39%"
"10/02/2025","2,024.73","2,011.95","2,030.68","2,010.98","","0.58%"
"10/01/2025","2,013.08","1,987.77","2,017.33","1,987.77","","1.12%"
"09/30/2025","1,990.73","1,999.80","2,003.18","1,987.63","","-0.43%"
"09/29/2025","1,999.33","2,009.20","2,009.20","1,994.08","","-0.27%"
"09/26/2025","2,004.68","2,012.09","2,017.03","2,004.28","","-0.73%"
"09/25/2025","2,019.43","2,001.82","2,025.08","2,001.82","","0.71%"
"09/24/2025","2,005.18","2,000.79","2,012.28","2,000.79","","-0.15%"
"09/23/2025","2,008.28","2,000.95","2,008.28","1,989.03","","0.31%"
"09/22/2025","2,001.98","2,004.25","2,006.90","1,995.00","","-0.07%"
"09/19/2025","2,003.48","2,006.50","2,016.33","1,998.93","","-0.24%"
"09/18/2025","2,008.38","2,007.62","2,017.98","2,004.05","","-0.25%"
"09/17/2025","2,013.38","2,003.73","2,015.93","1,997.23","","0.22%"
"09/16/2025","2,008.98","2,002.80","2,012.93","1,993.45","","0.30%"
"09/15/2025","2,002.93","2,018.55","2,019.60","2,000.90","","-0.77%"
"09/12/2025","2,018.43","1,993.00","2,021.08","1,993.00","","1.18%"
"09/11/2025","1,994.93","1,985.68","1,998.08","1,984.08","","0.36%"
"09/10/2025","1,987.78","1,973.95","1,988.43","1,972.63","","0.58%"
"09/09/2025","1,976.33","1,988.65","1,993.75","1,974.70","","-0.71%"
"09/08/2025","1,990.53","1,989.00","1,999.33","1,985.95","","0.22%"
"09/05/2025","1,986.13","1,986.60","2,004.55","1,982.58","","-0.13%"
"09/04/2025","1,988.68","1,991.52","2,000.88","1,984.38","","-0.33%"
"09/03/2025","1,995.28","1,995.97","2,007.95","1,992.90","","-0.12%"
"09/02/2025","1,997.70","2,003.22","2,007.80","1,985.80","","-0.40%"
"09/01/2025","2,005.63","1,997.15","2,005.95","1,988.10","","0.40%"
"08/29/2025","1,997.58","1,984.63","1,998.58","1,984.13","","0.68%"
"08/28/2025","1,984.18","1,983.52","1,997.63","1,983.43","","-0.06%"
"08/27/2025","1,985.43","1,986.57","1,996.75","1,984.43","","-0.20%"
"08/26/2025","1,989.43","1,990.55","2,008.18","1,986.03","","-0.30%"
"08/22/2025","1,995.48","1,972.25","2,000.93","1,972.05","","1.11%"
"08/21/2025","1,973.55","1,979.79","1,985.38","1,969.88","","-0.57%"
"08/20/2025","1,984.78","1,972.29","1,987.33","1,967.43","","0.55%"
"08/19/2025","1,973.98","1,975.93","1,989.23","1,968.38","","-0.13%"
"08/18/2025","1,976.63","1,979.50","1,986.18","1,969.18","","-0.34%"
"08/15/2025","1,983.38","1,990.25","1,998.13","1,982.08","","-0.40%"
"08/14/2025","1,991.38","1,991.95","1,997.33","1,981.13","","0.17%"
"08/13/2025","1,988.08","2,013.35","2,020.85","1,985.23","","-1.35%"
"08/12/2025","2,015.28","1,999.40","2,020.98","1,998.65","","0.72%"
"08/11/2025","2,000.88","2,004.75","2,016.45","1,997.08","","-0.29%"
"08/08/2025","2,006.73","2,006.98","2,016.38","1,995.78","","-0.03%"
"08/07/2025","2,007.43","1,995.13","2,012.73","1,995.13","","0.41%"
"08/06/2025","1,999.23","1,976.05","2,001.48","1,976.05","","1.06%"
"08/05/2025","1,978.28","1,959.24","1,978.98","1,957.82","","0.97%"
"08/04/2025","1,959.18","1,977.35","1,978.65","1,956.13","","-0.79%"
"08/01/2025","1,974.78","1,968.34","1,982.43","1,962.13","","0.07%"
"07/31/2025","1,973.43","1,992.40","1,996.30","1,963.93","","-1.11%"
"07/30/2025","1,995.60","2,019.92","2,023.20","1,992.60","","-1.14%"
"07/29/2025","2,018.60","2,022.20","2,026.35","2,009.70","","-0.08%"
"07/28/2025","2,020.15","2,024.15","2,040.20","2,015.60","","0.02%"
"07/25/2025","2,019.80","2,022.57","2,044.78","2,013.75","","-0.10%"
"07/24/2025","2,021.83","2,028.73","2,043.73","2,020.58","","-0.55%"
"07/23/2025","2,033.03","2,012.45","2,037.03","2,003.65","","0.92%"
"07/22/2025","2,014.50","2,013.28","2,020.43","1,997.40","","0.01%"
"07/21/2025","2,014.33","2,013.15","2,018.65","1,998.20","","0.02%"
"07/18/2025","2,013.90","1,979.80","2,014.30","1,976.50","","1.91%"
"07/17/2025","1,976.20","1,976.48","1,982.25","1,968.65","","-0.14%"
"07/16/2025","1,979.05","1,998.73","1,998.73","1,976.55","","-1.03%"
"07/15/2025","1,999.70","2,004.74","2,009.30","1,986.15","","-0.29%"
"07/14/2025","2,005.45","2,022.40","2,025.75","2,002.10","","-1.14%"
"07/11/2025","2,028.48","2,036.47","2,039.45","2,022.80","","-0.69%"
"07/10/2025","2,042.53","2,056.93","2,074.50","2,038.28","","-0.89%"
"07/09/2025","2,060.93","2,058.53","2,060.93","2,038.68","","0.02%"
"07/08/2025","2,060.57","2,040.20","2,063.43","2,034.15","","1.09%"
"07/07/2025","2,038.38","2,061.70","2,063.25","2,034.73","","-1.28%"
"07/04/2025","2,064.73","2,062.60","2,071.77","2,056.23","","-0.15%"
"07/03/2025","2,067.93","2,062.70","2,075.40","2,062.70","","0.30%"
"07/02/2025","2,061.77","2,040.85","2,068.02","2,037.80","","0.80%"
"07/01/2025","2,045.38","2,041.40","2,054.43","2,039.85","","-0.12%"
"06/30/2025","2,047.78","2,044.25","2,056.68","2,039.50","","0.15%"
"06/27/2025","2,044.63","2,040.89","2,049.82","2,029.83","","-0.11%"
"06/26/2025","2,046.88","2,032.60","2,053.38","2,032.60","","0.44%"
"06/25/2025","2,037.83","2,015.50","2,051.68","2,015.50","","0.82%"
"06/24/2025","2,021.18","2,006.30","2,030.98","2,003.40","","0.61%"
"06/23/2025","2,009.00","1,994.50","2,011.55","1,991.55","","0.82%"
"06/20/2025","1,992.63","1,991.08","1,997.88","1,981.43","","-0.06%"
"06/19/2025","1,993.73","1,992.72","2,000.25","1,985.78","","-0.10%"
"06/18/2025","1,995.68","1,983.30","1,998.03","1,974.83","","0.71%"
"06/17/2025","1,981.68","2,004.64","2,007.95","1,975.98","","-1.40%"
"06/16/2025","2,009.88","1,985.70","2,013.33","1,984.55","","0.64%"
"06/13/2025","1,997.03","1,991.70","2,001.80","1,985.18","","0.03%"
"06/12/2025","1,996.53","1,987.32","2,001.13","1,984.50","","0.36%"
"06/11/2025","1,989.40","1,984.02","1,996.18","1,981.73","","0.12%"
"06/10/2025","1,986.98","1,991.05","1,997.13","1,979.03","","-0.27%"
"06/09/2025","1,992.28","1,978.10","1,994.68","1,976.00","","0.47%"
"06/06/2025","1,982.88","1,982.07","1,995.45","1,977.63","","-0.11%"
"06/05/2025","1,984.98","1,984.94","1,992.33","1,978.48","","0.01%"
"06/04/2025","1,984.73","1,983.09","1,996.78","1,983.09","","-0.06%"
"06/03/2025","1,985.93","1,980.64","1,988.53","1,962.10","","0.13%"
"06/02/2025","1,983.35","1,967.25","1,985.30","1,967.00","","0.78%"
"05/30/2025","1,967.93","1,964.48","1,967.93","1,945.93","","0.16%"
"05/29/2025","1,964.88","1,986.15","1,996.78","1,964.73","","-1.16%"
"05/28/2025","1,987.93","1,990.90","1,991.15","1,977.58","","0.05%"
"05/27/2025","1,986.98","1,992.50","1,995.60","1,975.98","","-0.49%"
"05/23/2025","1,996.68","1,970.30","1,998.18","1,970.30","","1.26%"
"05/22/2025","1,971.88","1,977.28","1,979.95","1,950.43","","-0.19%"
"05/21/2025","1,975.68","1,982.85","1,995.48","1,957.13","","-0.21%"
"05/20/2025","1,979.88","1,961.58","1,994.68","1,961.58","","0.69%"
"05/19/2025","1,966.33","2,001.70","2,009.30","1,959.43","","-1.77%"
"05/16/2025","2,001.68","2,000.75","2,008.28","1,986.08","","-0.17%"
"05/15/2025","2,005.03","1,993.29","2,007.38","1,979.80","","0.61%"
"05/14/2025","1,992.83","1,993.45","2,005.28","1,977.23","","0.14%"
"05/13/2025","1,990.13","1,973.65","1,998.70","1,971.95","","0.73%"
"05/12/2025","1,975.65","1,984.95","2,002.35","1,975.25","","-0.32%"
"05/09/2025","1,981.98","1,951.42","1,985.58","1,949.80","","1.50%"
"05/08/2025","1,952.73","1,956.90","1,956.90","1,933.95","","-0.31%"
"05/07/2025","1,958.73","1,917.34","1,961.68","1,915.80","","2.05%"
"05/06/2025","1,919.33","1,939.83","1,956.08","1,918.13","","-0.88%"
"05/02/2025","1,936.33","1,957.69","1,974.60","1,934.78","","-1.07%"
"05/01/2025","1,957.18","1,953.80","1,974.28","1,943.48","","-0.06%"
"04/30/2025","1,958.43","1,981.25","1,986.20","1,954.03","","-1.03%"
"04/29/2025","1,978.88","1,975.40","1,982.88","1,966.28","","0.24%"
"04/28/2025","1,974.08","1,952.05","1,982.48","1,944.75","","1.22%"
"04/25/2025","1,950.28","1,961.93","1,967.60","1,946.18","","-0.71%"
"04/24/2025","1,964.18","1,947.48","1,966.18","1,935.00","","0.68%"
"04/23/2025","1,950.83","1,921.63","1,951.83","1,921.63","","1.50%"
"04/22/2025","1,922.08","1,931.85","1,944.08","1,919.68","","-0.23%"
"04/17/2025","1,926.53","1,907.18","1,927.68","1,903.93","","0.88%"
"04/16/2025","1,909.73","1,905.55","1,917.73","1,889.88","","0.14%"
"04/15/2025","1,907.13","1,911.35","1,939.03","1,907.13","","-0.68%"
"04/14/2025","1,920.13","1,918.55","1,926.35","1,906.13","","0.15%"
"04/11/2025","1,917.23","1,897.47","1,922.83","1,890.25","","1.49%"
"04/10/2025","1,889.08","1,878.27","1,909.60","1,873.60","","2.07%"
"04/09/2025","1,850.85","1,875.38","1,875.38","1,840.35","","-1.06%"
"04/08/2025","1,870.65","1,884.85","1,892.75","1,861.60","","-0.45%"
"04/07/2025","1,879.10","1,860.35","1,923.90","1,851.20","","-1.47%"
"04/04/2025","1,907.05","1,954.00","1,956.85","1,901.35","","-2.55%"
"04/03/2025","1,956.90","1,974.25","1,974.50","1,947.45","","-0.70%"
"04/02/2025","1,970.75","1,998.75","2,001.53","1,968.05","","-1.09%"
"04/01/2025","1,992.40","2,015.45","2,022.53","1,988.10","","-1.22%"
"03/31/2025","2,016.93","2,030.63","2,032.63","2,012.73","","-0.55%"
"03/28/2025","2,028.03","2,046.05","2,049.30","2,025.73","","-0.72%"
"03/27/2025","2,042.78","2,092.10","2,094.90","2,041.23","","-2.28%"
"03/26/2025","2,090.50","2,082.74","2,098.82","2,070.35","","0.28%"
"03/25/2025","2,084.65","2,040.32","2,089.43","2,040.32","","1.97%"
"03/24/2025","2,044.45","2,042.03","2,063.73","2,036.23","","0.70%"
"03/21/2025","2,030.15","2,054.18","2,063.00","2,017.38","","-1.32%"
"03/20/2025","2,057.38","2,088.22","2,096.40","2,050.53","","-1.36%"
"03/19/2025","2,085.73","2,087.20","2,105.57","2,082.27","","-0.39%"
"03/18/2025","2,094.00","2,082.02","2,095.30","2,078.35","","0.70%"
"03/17/2025","2,079.45","2,079.55","2,100.57","2,077.55","","0.22%"
"03/14/2025","2,074.98","2,073.70","2,093.07","2,066.32","","0.09%"
"03/13/2025","2,073.10","2,079.95","2,086.68","2,066.82","","-0.45%"
"03/12/2025","2,082.50","2,052.55","2,085.55","2,052.55","","1.52%"
"03/11/2025","2,051.30","2,043.60","2,055.35","2,037.00","","0.29%"
"03/10/2025","2,045.45","2,022.85","2,056.88","2,022.15","","1.27%"
"03/07/2025","2,019.83","2,038.33","2,043.20","2,016.58","","-1.31%"
"03/06/2025","2,046.73","2,031.05","2,056.88","2,030.55","","0.85%"
"03/05/2025","2,029.58","2,010.60","2,037.32","2,009.10","","0.98%"
"03/04/2025","2,009.83","1,993.15","2,015.38","1,988.53","","0.65%"
"03/03/2025","1,996.88","1,997.90","2,001.20","1,985.98","","0.11%"
"02/28/2025","1,994.63","2,005.17","2,014.10","1,993.83","","-0.82%"
"02/27/2025","2,011.03","2,008.75","2,016.78","1,994.08","","0.05%"
"02/26/2025","2,010.08","1,998.69","2,026.18","1,992.43","","0.25%"
"02/25/2025","2,005.03","1,986.85","2,005.03","1,980.98","","0.84%"
"02/24/2025","1,988.33","2,004.60","2,017.43","1,987.03","","-1.03%"
"02/21/2025","2,008.93","2,002.20","2,011.23","1,987.03","","0.65%"
"02/20/2025","1,995.98","1,992.33","2,012.83","1,992.33","","0.02%"
"02/19/2025","1,995.63","1,992.98","2,000.58","1,974.48","","0.00%"
"02/18/2025","1,995.63","1,985.47","1,999.28","1,982.30","","0.11%"
"02/17/2025","1,993.38","1,987.55","2,008.98","1,983.20","","0.39%"
"02/14/2025","1,985.68","1,990.77","2,005.38","1,978.43","","-0.29%"
"02/13/2025","1,991.48","1,975.64","1,999.53","1,975.64","","0.69%"
"02/12/2025","1,977.88","1,980.60","1,995.88","1,974.08","","-0.05%"
"02/11/2025","1,978.78","1,998.00","2,001.25","1,974.73","","-1.13%"
"02/10/2025","2,001.38","1,997.70","2,006.73","1,977.63","","0.16%"
"02/07/2025","1,998.23","1,989.12","2,023.23","1,989.12","","0.34%"
"02/06/2025","1,991.38","2,000.75","2,015.90","1,990.23","","-0.58%"
"02/05/2025","2,002.98","1,970.25","2,006.80","1,969.60","","1.62%"
"02/04/2025","1,970.98","1,950.10","1,974.30","1,941.58","","1.32%"
"02/03/2025","1,945.28","1,944.35","1,960.60","1,937.45","","-0.53%"
"01/31/2025","1,955.58","1,967.14","1,971.40","1,948.18","","-0.70%"
"01/30/2025","1,969.43","1,962.20","1,986.03","1,962.03","","-0.01%"
"01/29/2025","1,969.68","1,934.02","1,975.38","1,934.02","","1.63%"
"01/28/2025","1,938.08","1,948.00","1,952.50","1,928.28","","-0.41%"
"01/27/2025","1,946.00","1,939.50","1,958.00","1,938.00","","0.31%"
"01/24/2025","1,940.00","1,950.00","1,971.00","1,938.00","","-0.61%"
"01/23/2025","1,952.00","1,964.50","1,980.00","1,948.00","","-0.76%"
"01/22/2025","1,967.00","1,964.50","1,987.00","1,961.00","","-0.10%"
"01/21/2025","1,969.00","1,977.00","1,978.00","1,943.00","","-0.25%"
"01/20/2025","1,974.00","1,970.50","1,997.00","1,965.00","","0.20%"
"01/17/2025","1,970.00","1,971.50","1,989.00","1,956.50","","-0.25%"
"01/16/2025","1,975.00","1,933.00","1,978.50","1,933.00","","2.07%"
"01/15/2025","1,935.00","1,936.00","1,938.00","1,936.00","","-1.58%"
"01/14/2025","1,966.00","1,945.00","1,944.00","1,945.00","19.69K","0.38%"
"01/13/2025","1,958.50","1,956.00","1,958.00","1,956.00","21.50K","-0.84%"
"01/10/2025","1,975.00","1,971.00","1,967.00","1,969.00","25.11K","2.46%"
"01/09/2025","1,927.50","1,937.00","1,936.00","1,937.00","22.02K","-0.59%"
"01/08/2025","1,939.00","1,954.00","1,953.50","1,954.00","25.53K","-0.87%"
"01/07/2025","1,956.00","1,944.00","1,939.50","1,939.00","18.09K","0.54%"
"01/06/2025","1,945.50","1,955.00","1,954.00","1,954.00","20.66K","1.17%"
"01/03/2025","1,923.00","1,927.00","1,928.00","1,927.00","17.48K","-0.59%"
"01/02/2025","1,934.50","1,946.00","1,942.00","1,944.00","16.08K","-0.90%"
